"board","title","url","date","rowType","actor","content"
"Stock","Re: [新聞] 星宇員工不滿年終僅1個月 張國煒「聽到了","https://www.ptt.cc/bbs/Stock/M.1770952324.A.86D.html","2026/02/13 11:36","comment","s881720","員工不爽跳槽啊"
"Stock","Re: [新聞] 星宇員工不滿年終僅1個月 張國煒「聽到了","https://www.ptt.cc/bbs/Stock/M.1770952324.A.86D.html","2026/02/13 11:37","comment","k862479k","結果依舊一堆人搶著進去不是嗎？"
"Stock","Re: [新聞] 星宇員工不滿年終僅1個月 張國煒「聽到了","https://www.ptt.cc/bbs/Stock/M.1770952324.A.86D.html","2026/02/13 11:37","comment","sam861kk","這種都是比較出來的 其他家這樣我這樣"
"Stock","Re: [新聞] 星宇員工不滿年終僅1個月 張國煒「聽到了","https://www.ptt.cc/bbs/Stock/M.1770952324.A.86D.html","2026/02/13 11:38","comment","a6435966","一個月是真的很少沒錯，但公司財報就是沒賺啥錢，發那麼少不然能怎辦？又不是賺很多不發"
"Stock","Re: [新聞] 星宇員工不滿年終僅1個月 張國煒「聽到了","https://www.ptt.cc/bbs/Stock/M.1770952324.A.86D.html","2026/02/13 11:39","comment","kakalin","星星不像綠地球的管理層那麼扛 罷工一定更慘"
"Stock","Re: [新聞] 星宇員工不滿年終僅1個月 張國煒「聽到了","https://www.ptt.cc/bbs/Stock/M.1770952324.A.86D.html","2026/02/13 11:40","comment","kiss1","裡面的員工素質超低落，沒地方跑，你放心，賴著不走就好。"
"Stock","Re: [新聞] 星宇員工不滿年終僅1個月 張國煒「聽到了","https://www.ptt.cc/bbs/Stock/M.1770952324.A.86D.html","2026/02/13 11:42","comment","aq2272353712","年終又不是強制~本來就可以嗆離職，說不定沒開業還不用付那麼多錢"
"Stock","Re: [新聞] 星宇員工不滿年終僅1個月 張國煒「聽到了","https://www.ptt.cc/bbs/Stock/M.1770952324.A.86D.html","2026/02/13 11:42","comment","hopecity","支持罷工啊，要不台灣超奴的，資方說了算"
"Stock","Re: [新聞] 星宇員工不滿年終僅1個月 張國煒「聽到了","https://www.ptt.cc/bbs/Stock/M.1770952324.A.86D.html","2026/02/13 11:42","comment","bndan","長榮航經營多久 XD星宇跟這比？ 太狠了吧"
"Stock","Re: [新聞] 星宇員工不滿年終僅1個月 張國煒「聽到了","https://www.ptt.cc/bbs/Stock/M.1770952324.A.86D.html","2026/02/13 11:43","comment","hopecity","台灣勞工之間都不相挺，真的很悲哀"
"Stock","Re: [新聞] 星宇員工不滿年終僅1個月 張國煒「聽到了","https://www.ptt.cc/bbs/Stock/M.1770952324.A.86D.html","2026/02/13 11:43","comment","suja","笑死罷工好啊 等風頭過了 看你往哪跑"
"Stock","Re: [新聞] 星宇員工不滿年終僅1個月 張國煒「聽到了","https://www.ptt.cc/bbs/Stock/M.1770952324.A.86D.html","2026/02/13 11:43","comment","hopecity","還一堆人幫慣老闆講話，比爛台灣會進步??"
"Stock","Re: [新聞] 星宇員工不滿年終僅1個月 張國煒「聽到了","https://www.ptt.cc/bbs/Stock/M.1770952324.A.86D.html","2026/02/13 11:43","comment","bndan","簡單講 除了當初從長榮跟著跳出來的還有嘴的權力其他新加入的 沒啥牌面講什麼啦 =="
"Stock","Re: [新聞] 星宇員工不滿年終僅1個月 張國煒「聽到了","https://www.ptt.cc/bbs/Stock/M.1770952324.A.86D.html","2026/02/13 11:45","comment","bunjie","買再多飛機 服務品質沒顧好 大概也是白搭"
"Stock","Re: [新聞] 星宇員工不滿年終僅1個月 張國煒「聽到了","https://www.ptt.cc/bbs/Stock/M.1770952324.A.86D.html","2026/02/13 11:45","comment","a2080259","支持罷工 一個月太扯"
"Stock","Re: [新聞] 星宇員工不滿年終僅1個月 張國煒「聽到了","https://www.ptt.cc/bbs/Stock/M.1770952324.A.86D.html","2026/02/13 11:46","comment","firingmoon","阿一直買飛機想賺更多錢但不想給員工錢ㄏㄏ"
"Stock","Re: [新聞] 星宇員工不滿年終僅1個月 張國煒「聽到了","https://www.ptt.cc/bbs/Stock/M.1770952324.A.86D.html","2026/02/13 11:46","comment","bunjie","星宇對其他兩家的優勢就是服務和飛機新吧"
"Stock","Re: [新聞] 星宇員工不滿年終僅1個月 張國煒「聽到了","https://www.ptt.cc/bbs/Stock/M.1770952324.A.86D.html","2026/02/13 11:46","comment","a2080259","如果我是員工一定整天臭臉誰跟你他媽的共體時艱"
"Stock","Re: [新聞] 星宇員工不滿年終僅1個月 張國煒「聽到了","https://www.ptt.cc/bbs/Stock/M.1770952324.A.86D.html","2026/02/13 11:46","comment","bunjie","不然你航線據點一定輸"
"Stock","Re: [新聞] 星宇員工不滿年終僅1個月 張國煒「聽到了","https://www.ptt.cc/bbs/Stock/M.1770952324.A.86D.html","2026/02/13 11:47","comment","bndan","不是幫資方說話 是看「實際」說話 薪資低成長在大通膨是最大民怨來源 尤台灣又更慢 但這不代表「所有」資方都必須讓利 更別說有沒有利能讓還兩說 在這情況不支持罷工逼發年終就叫退步？ 認真建議 如果你是真這樣想 「共產主義」比較適合你的想法"
"Stock","Re: [新聞] 星宇員工不滿年終僅1個月 張國煒「聽到了","https://www.ptt.cc/bbs/Stock/M.1770952324.A.86D.html","2026/02/13 11:47","comment","bunjie","這老闆可以燒錢買飛機 但是沒辦法燒錢給員工顧品質？"
"Stock","Re: [新聞] 星宇員工不滿年終僅1個月 張國煒「聽到了","https://www.ptt.cc/bbs/Stock/M.1770952324.A.86D.html","2026/02/13 11:47","comment","ivan761016","公司沒賺錢要怎麼發錢？去借錢發給員工？而且年終有規定在薪資包裡面嗎..."
"Stock","Re: [新聞] 星宇員工不滿年終僅1個月 張國煒「聽到了","https://www.ptt.cc/bbs/Stock/M.1770952324.A.86D.html","2026/02/13 11:47","comment","yabaidesu","如果只要求多發一個月就該發阿 大家各退一步 你沒這些人 你公司也不用開了"
"Stock","Re: [新聞] 星宇員工不滿年終僅1個月 張國煒「聽到了","https://www.ptt.cc/bbs/Stock/M.1770952324.A.86D.html","2026/02/13 11:48","comment","bunjie","交給市場和後續是否罷工判定吧 現在說都太早"
"Stock","Re: [新聞] 星宇員工不滿年終僅1個月 張國煒「聽到了","https://www.ptt.cc/bbs/Stock/M.1770952324.A.86D.html","2026/02/13 11:48","comment","gillian21","笑S 難怪股價直直落"
"Stock","Re: [新聞] 星宇員工不滿年終僅1個月 張國煒「聽到了","https://www.ptt.cc/bbs/Stock/M.1770952324.A.86D.html","2026/02/13 11:48","comment","bunjie","戰略布局就看這老闆的智慧了"
"Stock","Re: [新聞] 星宇員工不滿年終僅1個月 張國煒「聽到了","https://www.ptt.cc/bbs/Stock/M.1770952324.A.86D.html","2026/02/13 11:48","comment","seemoon2000","其實 很單純 員工就是看薪水 你給的比其他兩家低員工會難過就是正常的而已 但現在空勤罷工可能已經沒有當年讓多數民眾支持了 公司應該也這樣覺得"
"Stock","Re: [新聞] 星宇員工不滿年終僅1個月 張國煒「聽到了","https://www.ptt.cc/bbs/Stock/M.1770952324.A.86D.html","2026/02/13 11:49","comment","ivan761016","公司經營就是要多買飛機不然怎麼賺錢跟其他國航比起來星宇真的是少得可憐"
"Stock","Re: [新聞] 星宇員工不滿年終僅1個月 張國煒「聽到了","https://www.ptt.cc/bbs/Stock/M.1770952324.A.86D.html","2026/02/13 11:49","comment","bunjie","你這家航空公司據點比別人少 然後要如何說服別人來搭你的班機"
"Stock","Re: [新聞] 星宇員工不滿年終僅1個月 張國煒「聽到了","https://www.ptt.cc/bbs/Stock/M.1770952324.A.86D.html","2026/02/13 11:49","comment","junior020486","不會承銷申購，一股18塊申購補足給員工年終啊"
"Stock","Re: [新聞] 星宇員工不滿年終僅1個月 張國煒「聽到了","https://www.ptt.cc/bbs/Stock/M.1770952324.A.86D.html","2026/02/13 11:49","comment","b9513227","低端不看營收只會無理取鬧笑死"
"Stock","Re: [新聞] 星宇員工不滿年終僅1個月 張國煒「聽到了","https://www.ptt.cc/bbs/Stock/M.1770952324.A.86D.html","2026/02/13 11:50","comment","iphone9C","連年終也可以這樣的嗎"
"Stock","Re: [新聞] 星宇員工不滿年終僅1個月 張國煒「聽到了","https://www.ptt.cc/bbs/Stock/M.1770952324.A.86D.html","2026/02/13 11:50","comment","a6435966","財報爛 賺不多是要多發啥？疫情虧的都還沒補回來吧"
"Stock","Re: [新聞] 星宇員工不滿年終僅1個月 張國煒「聽到了","https://www.ptt.cc/bbs/Stock/M.1770952324.A.86D.html","2026/02/13 11:50","comment","mnhyuiop","虎航前三季4.29 年終10個月 有人逼你不能跳糟是嗎"
"Stock","Re: [新聞] 星宇員工不滿年終僅1個月 張國煒「聽到了","https://www.ptt.cc/bbs/Stock/M.1770952324.A.86D.html","2026/02/13 11:51","comment","bndan","要吵公司規則 拿長榮海運來舉例好了 記得他們寫好了每年純益分0.5%的樣子 假設星宇比照好了 然後分重要性高低拿得多到少 以這角度看 這公會參與者能「多」分到多少？"
"Stock","Re: [新聞] 星宇員工不滿年終僅1個月 張國煒「聽到了","https://www.ptt.cc/bbs/Stock/M.1770952324.A.86D.html","2026/02/13 11:51","comment","Zoro80298","跪了 以後年終就不是公司決定囉"
"Stock","Re: [新聞] 星宇員工不滿年終僅1個月 張國煒「聽到了","https://www.ptt.cc/bbs/Stock/M.1770952324.A.86D.html","2026/02/13 11:51","comment","junior020486","員工哪會管你財報，你增加資本支出買飛機，結果年終差同業那麼多，笑死我剛開業，設備貸款還在繳的時候，也是跟其他牙醫診所發一樣多的年終，要不然員工就不幹了"
"Stock","Re: [新聞] 星宇員工不滿年終僅1個月 張國煒「聽到了","https://www.ptt.cc/bbs/Stock/M.1770952324.A.86D.html","2026/02/13 11:52","comment","bunjie","有人說不會跳槽嗎 我看還真的再來就跳槽惹"
"Stock","Re: [新聞] 星宇員工不滿年終僅1個月 張國煒「聽到了","https://www.ptt.cc/bbs/Stock/M.1770952324.A.86D.html","2026/02/13 11:52","comment","junior020486","差同業那麼多，還要員工不靠背我真的快笑死"
"Stock","Re: [新聞] 星宇員工不滿年終僅1個月 張國煒「聽到了","https://www.ptt.cc/bbs/Stock/M.1770952324.A.86D.html","2026/02/13 11:53","comment","bunjie","跳不動的才去搞罷工"
"Stock","Re: [新聞] 星宇員工不滿年終僅1個月 張國煒「聽到了","https://www.ptt.cc/bbs/Stock/M.1770952324.A.86D.html","2026/02/13 11:53","comment","loveyourself","年終不是必給，看公司盈利的。工會其實站不住腳，薪水都沒少給你吧"
"Stock","Re: [新聞] 星宇員工不滿年終僅1個月 張國煒「聽到了","https://www.ptt.cc/bbs/Stock/M.1770952324.A.86D.html","2026/02/13 11:53","comment","bndan","說白了 公司就才剛開始拓荒 然後一堆人一直想要提高人事成本 不要說換立場想 這情況就算站員工立場當然是去錢多的 用腳投票 在那爭霸工拚多發1個月？不覺得這路線更難嗎？ 還是說太廢了沒同業更賺的能去？ 如果是這立場 那賭罷工還真合理了 XD"
"Stock","Re: [新聞] 星宇員工不滿年終僅1個月 張國煒「聽到了","https://www.ptt.cc/bbs/Stock/M.1770952324.A.86D.html","2026/02/13 11:54","comment","junior020486","看公司盈利沒錯啊，但是罷工就是勞工權益"
"Stock","Re: [新聞] 星宇員工不滿年終僅1個月 張國煒「聽到了","https://www.ptt.cc/bbs/Stock/M.1770952324.A.86D.html","2026/02/13 11:54","comment","sn245763","學美國新創公司，現金流不足改配發股票並鎖定變賣期間。"
"Stock","Re: [新聞] 星宇員工不滿年終僅1個月 張國煒「聽到了","https://www.ptt.cc/bbs/Stock/M.1770952324.A.86D.html","2026/02/13 11:55","comment","junior020486","我第一年、第二年買了那麼多設備在還貸款，年終還不是比照其他診所發"
"Stock","Re: [新聞] 星宇員工不滿年終僅1個月 張國煒「聽到了","https://www.ptt.cc/bbs/Stock/M.1770952324.A.86D.html","2026/02/13 11:55","comment","bndan","還是那句啦 競爭力說話 任何玩成大鍋飯的玩法 最後都是把整個母體帶往滅亡之路 這波罷工拚「均發」年終1個月亦同啊"
"Stock","Re: [新聞] 星宇員工不滿年終僅1個月 張國煒「聽到了","https://www.ptt.cc/bbs/Stock/M.1770952324.A.86D.html","2026/02/13 11:56","comment","a6435966","那快罷工 快點！罷下去賺越少連明年年終都沒有"
"Stock","Re: [新聞] 星宇員工不滿年終僅1個月 張國煒「聽到了","https://www.ptt.cc/bbs/Stock/M.1770952324.A.86D.html","2026/02/13 11:56","comment","kolod546","資本支出沒錢發就老實說 偏偏說是關稅和日本地震害"
"Stock","Re: [新聞] 星宇員工不滿年終僅1個月 張國煒「聽到了","https://www.ptt.cc/bbs/Stock/M.1770952324.A.86D.html","2026/02/13 11:56","comment","offstage","跑不了的員工才會搞罷工"
"Stock","Re: [新聞] 星宇員工不滿年終僅1個月 張國煒「聽到了","https://www.ptt.cc/bbs/Stock/M.1770952324.A.86D.html","2026/02/13 11:56","comment","kolod546","的 老闆這樣講幹話 員工當然火"
"Stock","Re: [新聞] 星宇員工不滿年終僅1個月 張國煒「聽到了","https://www.ptt.cc/bbs/Stock/M.1770952324.A.86D.html","2026/02/13 11:58","comment","junior020486","實際上員工哪管資本支出，難不成診所年終到年底的時候，講X光機換新的不發年終，還是講買高消鍋不發年終"
"Stock","Re: [新聞] 星宇員工不滿年終僅1個月 張國煒「聽到了","https://www.ptt.cc/bbs/Stock/M.1770952324.A.86D.html","2026/02/13 11:59","comment","Nocp","不怕逃，反正一堆人要來"
"Stock","Re: [新聞] 星宇員工不滿年終僅1個月 張國煒「聽到了","https://www.ptt.cc/bbs/Stock/M.1770952324.A.86D.html","2026/02/13 11:59","comment","hth9494","你公司沒盈利就是老闆廢物"
"Stock","Re: [新聞] 星宇員工不滿年終僅1個月 張國煒「聽到了","https://www.ptt.cc/bbs/Stock/M.1770952324.A.86D.html","2026/02/13 11:59","comment","junior020486","我有一年買了口掃機+電競筆電花了60萬，難不成那年就不發年終？"
"Stock","Re: [新聞] 星宇員工不滿年終僅1個月 張國煒「聽到了","https://www.ptt.cc/bbs/Stock/M.1770952324.A.86D.html","2026/02/13 11:59","comment","atpx","資方看的不是一個月、而是給了這次有沒有下次？另外、你不爽就走吧我又不會找不到人，了不起老鳥幹部累一點撐一下、獎金多給點、其他人真的就是免洗不重要"
"Stock","Re: [新聞] 星宇員工不滿年終僅1個月 張國煒「聽到了","https://www.ptt.cc/bbs/Stock/M.1770952324.A.86D.html","2026/02/13 11:59","comment","darren81835","星宇的 長榮不用 華航內部培養為主 張董妥協啥?"
"Stock","Re: [新聞] 星宇員工不滿年終僅1個月 張國煒「聽到了","https://www.ptt.cc/bbs/Stock/M.1770952324.A.86D.html","2026/02/13 12:00","comment","arnbition","華航光貨機就賺的比整個星宇多了"
"Stock","Re: [新聞] 星宇員工不滿年終僅1個月 張國煒「聽到了","https://www.ptt.cc/bbs/Stock/M.1770952324.A.86D.html","2026/02/13 12:00","comment","junior020486","口掃機只能搭那種電競筆電，不然直接當掉XD"
"Stock","Re: [新聞] 星宇員工不滿年終僅1個月 張國煒「聽到了","https://www.ptt.cc/bbs/Stock/M.1770952324.A.86D.html","2026/02/13 12:00","comment","now99","新創公司搞罷工 都開除就好"
"Stock","Re: [新聞] 星宇員工不滿年終僅1個月 張國煒「聽到了","https://www.ptt.cc/bbs/Stock/M.1770952324.A.86D.html","2026/02/13 12:02","comment","kimura0701","會待在星宇的哪個不是在賭公司的未來怎可能罷工 跳槽"
"Stock","Re: [新聞] 星宇員工不滿年終僅1個月 張國煒「聽到了","https://www.ptt.cc/bbs/Stock/M.1770952324.A.86D.html","2026/02/13 12:02","comment","now99","支持張國煒硬起來開除，要多的薪水、年終回去長榮不就好"
"Stock","Re: [新聞] 星宇員工不滿年終僅1個月 張國煒「聽到了","https://www.ptt.cc/bbs/Stock/M.1770952324.A.86D.html","2026/02/13 12:03","comment","bndan","是不好說哪些人才挺罷工啦 年薪均值不利是事實 但真不滿意就該用腳投票 這就跟洪水淹來 是帶自家逃高地還是在哪跟大家講一起努力建堤擋洪水一樣的問題我是不懂爲何在利益至上的情況能選後者啦 除非你的利益是更遠的東西 這就不是每個人拿得起的了 呵呵"
"Stock","Re: [新聞] 星宇員工不滿年終僅1個月 張國煒「聽到了","https://www.ptt.cc/bbs/Stock/M.1770952324.A.86D.html","2026/02/13 12:04","comment","junior020486","用腳投票今年還是只有一個月啊"
"Stock","Re: [新聞] 星宇員工不滿年終僅1個月 張國煒「聽到了","https://www.ptt.cc/bbs/Stock/M.1770952324.A.86D.html","2026/02/13 12:04","comment","ivan761016","長榮是有賺錢不發才罷工，星宇沒賺錢是發懶覺嗎"
"Stock","Re: [新聞] 星宇員工不滿年終僅1個月 張國煒「聽到了","https://www.ptt.cc/bbs/Stock/M.1770952324.A.86D.html","2026/02/13 12:05","comment","bndan","重點不是一年 是每年 這點資勞方反而是觀點一致 XD"
"Stock","Re: [新聞] 星宇員工不滿年終僅1個月 張國煒「聽到了","https://www.ptt.cc/bbs/Stock/M.1770952324.A.86D.html","2026/02/13 12:05","comment","junior020486","站在員工的立場，每個人都一定很幹，但是我國的勞工不團結這個大家都知道"
"Stock","Re: [新聞] 星宇員工不滿年終僅1個月 張國煒「聽到了","https://www.ptt.cc/bbs/Stock/M.1770952324.A.86D.html","2026/02/13 12:05","comment","a6435966","快罷工吧 結果今年賺更少明年年終領更少，其他航空賺越多領越多"
"Stock","Re: [新聞] 星宇員工不滿年終僅1個月 張國煒「聽到了","https://www.ptt.cc/bbs/Stock/M.1770952324.A.86D.html","2026/02/13 12:05","comment","liangnet","這種還在剛起步的航空公司，員工搞罷工，慘的是自己吧，罷工造成營業損失，你明年還能想發多好？又不是像長榮這樣規模的公司。"
"Stock","Re: [新聞] 星宇員工不滿年終僅1個月 張國煒「聽到了","https://www.ptt.cc/bbs/Stock/M.1770952324.A.86D.html","2026/02/13 12:06","comment","bndan","所以正常人就是用腳來表態 這才叫「牌面」 沒選擇的人就沒籌碼能用啊"
"Stock","Re: [新聞] 星宇員工不滿年終僅1個月 張國煒「聽到了","https://www.ptt.cc/bbs/Stock/M.1770952324.A.86D.html","2026/02/13 12:06","comment","junior020486","沒賺錢但是增加資本支出買飛機XD"
"Stock","Re: [新聞] 星宇員工不滿年終僅1個月 張國煒「聽到了","https://www.ptt.cc/bbs/Stock/M.1770952324.A.86D.html","2026/02/13 12:07","comment","chasewang","口掃機比飛機 雖不算懶叫比雞腿"
"Stock","Re: [新聞] 星宇員工不滿年終僅1個月 張國煒「聽到了","https://www.ptt.cc/bbs/Stock/M.1770952324.A.86D.html","2026/02/13 12:07","comment","junior020486","你可以買飛機是為了未來佈局，同理，留下這些員工也是在替未來佈局，而且就算多發一個月，還是比同業低很多"
"Stock","Re: [新聞] 星宇員工不滿年終僅1個月 張國煒「聽到了","https://www.ptt.cc/bbs/Stock/M.1770952324.A.86D.html","2026/02/13 12:07","comment","yulunyeh","對阿都用腳投票 沒有不景氣只有不爭氣 你們要自立自強阿"
"Stock","Re: [新聞] 星宇員工不滿年終僅1個月 張國煒「聽到了","https://www.ptt.cc/bbs/Stock/M.1770952324.A.86D.html","2026/02/13 12:09","comment","junior020486","拜託，你說懶覺比雞腿，意思是我的資本額跟星宇一樣大嗎？我的資本額跟星宇一樣，那確實懶覺比雞腿，有一樣嗎？"
"Stock","Re: [新聞] 星宇員工不滿年終僅1個月 張國煒「聽到了","https://www.ptt.cc/bbs/Stock/M.1770952324.A.86D.html","2026/02/13 12:11","comment","liangnet","不止買飛機吧，還要請機長及其他人力。簡單說，你的獎金變少，有部份也是被新進的人分掉。"
"Stock","Re: [新聞] 星宇員工不滿年終僅1個月 張國煒「聽到了","https://www.ptt.cc/bbs/Stock/M.1770952324.A.86D.html","2026/02/13 12:11","comment","MisakaMisaka","除了年終，順便建議尾牙比照鴻海抽1000萬"
"Stock","Re: [新聞] 星宇員工不滿年終僅1個月 張國煒「聽到了","https://www.ptt.cc/bbs/Stock/M.1770952324.A.86D.html","2026/02/13 12:11","comment","bire","笑死，k董是被斗過的人，有在怕的嗎？"
"Stock","Re: [新聞] 星宇員工不滿年終僅1個月 張國煒「聽到了","https://www.ptt.cc/bbs/Stock/M.1770952324.A.86D.html","2026/02/13 12:11","comment","fred7698","星宇的服務搭過一次就不想搭了，雷暴"
"Stock","Re: [新聞] 星宇員工不滿年終僅1個月 張國煒「聽到了","https://www.ptt.cc/bbs/Stock/M.1770952324.A.86D.html","2026/02/13 12:11","comment","XXXXXXXCC","以後可能有能力的就會先去長榮華航了，星宇大概只能撿剩的了...."
"Stock","Re: [新聞] 星宇員工不滿年終僅1個月 張國煒「聽到了","https://www.ptt.cc/bbs/Stock/M.1770952324.A.86D.html","2026/02/13 12:12","comment","bndan","「留下這些員工」是爲未來？ 這波發難的是空姐工會吧？ 以未來來說 這工會的人在公司內比例越低越好資方角度"
"Stock","Re: [新聞] 星宇員工不滿年終僅1個月 張國煒「聽到了","https://www.ptt.cc/bbs/Stock/M.1770952324.A.86D.html","2026/02/13 12:12","comment","access","現在星宇的確就是華航不要或是長榮逃出來的"
"Stock","Re: [新聞] 星宇員工不滿年終僅1個月 張國煒「聽到了","https://www.ptt.cc/bbs/Stock/M.1770952324.A.86D.html","2026/02/13 12:12","comment","a2010561501","罷工罷工，而且去年兩個月，今年一個月就不爽了"
"Stock","Re: [新聞] 星宇員工不滿年終僅1個月 張國煒「聽到了","https://www.ptt.cc/bbs/Stock/M.1770952324.A.86D.html","2026/02/13 12:13","comment","access","不用等以後，這是目前的事實"
"Stock","Re: [新聞] 星宇員工不滿年終僅1個月 張國煒「聽到了","https://www.ptt.cc/bbs/Stock/M.1770952324.A.86D.html","2026/02/13 12:14","comment","s4340392","有一個月就不錯了啦 其他公司都沒這麼多"
"Stock","Re: [新聞] 星宇員工不滿年終僅1個月 張國煒「聽到了","https://www.ptt.cc/bbs/Stock/M.1770952324.A.86D.html","2026/02/13 12:15","comment","junior020486","不過我看最近要出國我不敢搭這間，員工臉一定超臭"
"Stock","Re: [新聞] 星宇員工不滿年終僅1個月 張國煒「聽到了","https://www.ptt.cc/bbs/Stock/M.1770952324.A.86D.html","2026/02/13 12:15","comment","bndan","新創的企業本來除核心單位和人以外 其他周邊都是撿剩的 == 「一開始」就強調 所有員工都一體 然後高速往大鍋飯靠攏 這經營策略應該會死很快 =="
"Stock","Re: [新聞] 星宇員工不滿年終僅1個月 張國煒「聽到了","https://www.ptt.cc/bbs/Stock/M.1770952324.A.86D.html","2026/02/13 12:15","comment","johnsswu","可以借錢買飛機,不能借錢賞員工"
"Stock","Re: [新聞] 星宇員工不滿年終僅1個月 張國煒「聽到了","https://www.ptt.cc/bbs/Stock/M.1770952324.A.86D.html","2026/02/13 12:16","comment","junior020486","情緒價值要顧一下，不然員工都會反應在旅客身上"
"Stock","Re: [新聞] 星宇員工不滿年終僅1個月 張國煒「聽到了","https://www.ptt.cc/bbs/Stock/M.1770952324.A.86D.html","2026/02/13 12:16","comment","bndan","員工會跑 尢其非核心的 但飛機是資產耶…"
"Stock","Re: [新聞] 星宇員工不滿年終僅1個月 張國煒「聽到了","https://www.ptt.cc/bbs/Stock/M.1770952324.A.86D.html","2026/02/13 12:17","comment","junior020486","航空業最重要的就是飛安，次要就是服務態度優良員工也是資產，找一堆長榮跳槽過來的，人家相信你，結果現在只發一個月XD"
"Stock","Re: [新聞] 星宇員工不滿年終僅1個月 張國煒「聽到了","https://www.ptt.cc/bbs/Stock/M.1770952324.A.86D.html","2026/02/13 12:17","comment","johnsswu","一堆國企也是賠錢,年終照給高薪啊,這是老闆心態問題"
"Stock","Re: [新聞] 星宇員工不滿年終僅1個月 張國煒「聽到了","https://www.ptt.cc/bbs/Stock/M.1770952324.A.86D.html","2026/02/13 12:18","comment","smallca","一個月真的太少"
"Stock","Re: [新聞] 星宇員工不滿年終僅1個月 張國煒「聽到了","https://www.ptt.cc/bbs/Stock/M.1770952324.A.86D.html","2026/02/13 12:18","comment","chewthelife8","再繼續造神啊 繼續吹"
"Stock","Re: [新聞] 星宇員工不滿年終僅1個月 張國煒「聽到了","https://www.ptt.cc/bbs/Stock/M.1770952324.A.86D.html","2026/02/13 12:18","comment","access","國企有政府撐腰能比嗎"
"Stock","Re: [新聞] 星宇員工不滿年終僅1個月 張國煒「聽到了","https://www.ptt.cc/bbs/Stock/M.1770952324.A.86D.html","2026/02/13 12:18","comment","junior020486","我如果從我前東家挖助理過來，畫了一堆餅，最後待遇比前東家爛，再說設備是資產，員工不是，看她們會不會爆氣"
"Stock","Re: [新聞] 星宇員工不滿年終僅1個月 張國煒「聽到了","https://www.ptt.cc/bbs/Stock/M.1770952324.A.86D.html","2026/02/13 12:19","comment","bndan","「非核心」員工面向就是棍子跟蘿蔔搭配啊 == 說白了臉臭是吧？ 那就洗免洗的啊 只要薪水線別低到沒選擇 多的是能洗的 空姐洗不上的搞不還是其他企業香噴噴的優秀人員呢 XD 在這情況棍子比蘿蔔有用多了"
"Stock","Re: [新聞] 星宇員工不滿年終僅1個月 張國煒「聽到了","https://www.ptt.cc/bbs/Stock/M.1770952324.A.86D.html","2026/02/13 12:19","comment","chewthelife8","當初一堆人離開兩家龍頭 為了前途過去拼 結果這什麼鳥xd"
"Stock","Re: [新聞] 星宇員工不滿年終僅1個月 張國煒「聽到了","https://www.ptt.cc/bbs/Stock/M.1770952324.A.86D.html","2026/02/13 12:19","comment","hikai","收費最貴 結果給的最摳"
"Stock","Re: [新聞] 星宇員工不滿年終僅1個月 張國煒「聽到了","https://www.ptt.cc/bbs/Stock/M.1770952324.A.86D.html","2026/02/13 12:19","comment","access","華航跳星宇？還真沒聽過幾個，倒是長榮跳星宇倒是看到一堆哪來一堆人離開華航的事情"
"Stock","Re: [新聞] 星宇員工不滿年終僅1個月 張國煒「聽到了","https://www.ptt.cc/bbs/Stock/M.1770952324.A.86D.html","2026/02/13 12:20","comment","riahserf","拿國企來舉例不要笑死人...XD"
"Stock","Re: [新聞] 星宇員工不滿年終僅1個月 張國煒「聽到了","https://www.ptt.cc/bbs/Stock/M.1770952324.A.86D.html","2026/02/13 12:20","comment","bndan","說白了張董照顧從長榮「一起」跳來的 這沒問題 千金買骨 但是不是這群的周邊耗材就別想了 更別說還想用工會路線鬥利 XD"
"Stock","Re: [新聞] 星宇員工不滿年終僅1個月 張國煒「聽到了","https://www.ptt.cc/bbs/Stock/M.1770952324.A.86D.html","2026/02/13 12:21","comment","riahserf","國企的老闆發錢又不是發自己的 而且酬庸腳色而已"
"Stock","Re: [新聞] 星宇員工不滿年終僅1個月 張國煒「聽到了","https://www.ptt.cc/bbs/Stock/M.1770952324.A.86D.html","2026/02/13 12:21","comment","junior020486","問題是現在開國功臣也是只有一個月啊"
"Stock","Re: [新聞] 星宇員工不滿年終僅1個月 張國煒「聽到了","https://www.ptt.cc/bbs/Stock/M.1770952324.A.86D.html","2026/02/13 12:21","comment","bndan","國企的特色 就是掏國家的錢買單與論 這你動用工會當然有機會"
"Stock","Re: [新聞] 星宇員工不滿年終僅1個月 張國煒「聽到了","https://www.ptt.cc/bbs/Stock/M.1770952324.A.86D.html","2026/02/13 12:22","comment","junior020486","對老闆來說開國功臣也沒有比較爽，畫了一堆餅，結果年終就是差同業那麼多，還不如老東家"
"Stock","Re: [新聞] 星宇員工不滿年終僅1個月 張國煒「聽到了","https://www.ptt.cc/bbs/Stock/M.1770952324.A.86D.html","2026/02/13 12:22","comment","ysy2003","華航是台灣空姐 第一志願"
"Stock","Re: [新聞] 星宇員工不滿年終僅1個月 張國煒「聽到了","https://www.ptt.cc/bbs/Stock/M.1770952324.A.86D.html","2026/02/13 12:22","comment","uv5566","永遠別相信網紅的嘴 作秀第一"
